ID,total,param,local,global,compiles,time,J,GFLOP/s,GFLOP/watt,status
182,578,0   32   32   32   16    8   16    8    2    2    1    0    0    1    1    1,16       8,2048    1024,OK      9 ms,41.33 ms,4.98,3324.9,27.6,results match
183,578,0   32   32   32   16    8   16    8    2    2    2    0    0    0    0    1,16       8,2048    1024,OK      9 ms,49.58 ms,5.87,2771.6,23.4,results match
184,578,0   32   32   32   16    8   16    8    2    2    2    0    0    1    1    1,16       8,2048    1024,OK     11 ms,40.24 ms,4.87,3415.5,28.2,results match
185,578,0   32   32   32   16    8   16    8    2    2    4    0    0    0    0    1,16       8,2048    1024,OK      9 ms,40.87 ms,4.93,3362.0,27.9,results match
186,578,0   32   32   32   16    8   16    8    2    2    4    0    0    1    1    1,16       8,2048    1024,OK     10 ms,38.03 ms,4.58,3613.5,30.0,results match
187,578,0   32   32   32   16   16   16   16    2    1    1    0    0    0    0    1,16      16,2048    2048,OK     10 ms,74.85 ms,8.44,1835.9,16.3,results match
188,578,0   32   32   32   16   16   16   16    2    1    1    0    0    1    1    1,16      16,2048    2048,OK      9 ms,58.26 ms,6.50,2358.9,21.1,results match
189,578,0   32   32   32   16   16   16   16    2    1    2    0    0    0    0    1,16      16,2048    2048,OK     11 ms,66.53 ms,7.62,2065.6,18.0,results match
190,578,0   32   32   32   16   16   16   16    2    1    2    0    0    1    1    1,16      16,2048    2048,OK     41 ms,50.55 ms,5.69,2718.8,24.1,results match
191,578,0   32   32   32   16   16   16   16    2    2    1    0    0    0    0    1,16      16,2048    2048,OK     10 ms,67.47 ms,7.76,2036.9,17.7,results match
192,578,0   32   32   32   16   16   16   16    2    2    1    0    0    1    1    1,16      16,2048    2048,OK      8 ms,47.43 ms,5.50,2897.5,25.0,results match
193,578,0   32   32   32   16   16   16   16    2    2    2    0    0    0    0    1,16      16,2048    2048,OK      8 ms,54.44 ms,6.46,2524.4,21.3,results match
194,578,0   32   32   32   16   16   16   16    2    2    2    0    0    1    1    1,16      16,2048    2048,OK     10 ms,45.02 ms,5.34,3052.7,25.8,results match
195,578,0   32   32   32   16   32   16   32    2    1    1    0    0    0    0    1,16      32,2048    4096,OK     12 ms,103.66 ms,11.19,1325.7,12.3,results match
196,578,0   32   32   32   16   32   16   32    2    1    1    0    0    1    1    1,16      32,2048    4096,OK      9 ms,71.85 ms,7.58,1912.7,18.1,results match
197,578,0   32   32   32   16   32   16   32    2    2    1    0    0    0    0    1,16      32,2048    4096,OK     10 ms,83.45 ms,9.55,1646.7,14.4,results match
198,578,0   32   32   32   16   32   16   32    2    2    1    0    0    1    1    1,16      32,2048    4096,OK      9 ms,64.03 ms,7.10,2146.2,19.4,results match
199,578,0   32   32   32   32    8   32    8    2    1    1    0    0    0    0    1,32       8,4096    1024,OK     14 ms,83.04 ms,9.06,1655.0,15.2,results match
200,578,0   32   32   32   32    8   32    8    2    1    1    0    0    1    1    1,32       8,4096    1024,OK      9 ms,65.77 ms,7.08,2089.4,19.4,results match
201,578,0   32   32   32   32    8   32    8    2    1    2    0    0    0    0    1,32       8,4096    1024,OK      8 ms,66.48 ms,7.13,2067.2,19.3,results match
202,578,0   32   32   32   32    8   32    8    2    1    2    0    0    1    1    1,32       8,4096    1024,OK      9 ms,52.50 ms,5.78,2617.6,23.8,results match
203,578,0   32   32   32   32    8   32    8    2    1    4    0    0    0    0    1,32       8,4096    1024,OK      9 ms,58.73 ms,6.89,2340.1,20.0,results match
204,578,0   32   32   32   32    8   32    8    2    1    4    0    0    1    1    1,32       8,4096    1024,OK     11 ms,47.35 ms,5.41,2902.2,25.4,results match
205,578,0   32   32   32   32   16   32   16    2    1    1    0    0    0    0    1,32      16,4096    2048,OK     10 ms,109.03 ms,11.68,1260.4,11.8,results match
206,578,0   32   32   32   32   16   32   16    2    1    1    0    0    1    1    1,32      16,4096    2048,OK     11 ms,71.65 ms,7.64,1918.1,18.0,results match
207,578,0   32   32   32   32   16   32   16    2    1    2    0    0    0    0    1,32      16,4096    2048,OK     13 ms,83.44 ms,9.47,1647.0,14.5,results match
208,578,0   32   32   32   32   16   32   16    2    1    2    0    0    1    1    1,32      16,4096    2048,OK     45 ms,59.00 ms,6.40,2329.3,21.5,results match
209,578,0   32   32   32   32   32   32   32    2    1    1    0    0    0    0    1,32      32,4096    4096,OK     17 ms,139.00 ms,14.90,988.7,9.2,results match
210,578,0   32   32   32   32   32   32   32    2    1    1    0    0    1    1    1,32      32,4096    4096,OK     11 ms,86.05 ms,9.05,1596.9,15.2,results match
211,578,0   32   64   32    8    8    8    8    2    1    1    0    0    0    0    1,8       8,1024     512,OK      9 ms,34.93 ms,3.83,3934.3,35.9,results match
212,578,0   32   64   32    8    8    8    8    2    1    1    0    0    1    1    1,8       8,1024     512,OK     11 ms,39.02 ms,4.53,3521.7,30.3,results match
213,578,0   32   64   32    8    8    8    8    2    1    2    0    0    0    0    1,8       8,1024     512,OK     11 ms,33.52 ms,3.83,4099.9,35.9,results match
214,578,0   32   64   32    8    8    8    8    2    1    2    0    0    1    1    1,8       8,1024     512,OK     15 ms,33.56 ms,3.88,4094.7,35.4,results match
215,578,0   32   64   32    8    8    8    8    2    1    4    0    0    0    0    1,8       8,1024     512,OK     10 ms,32.40 ms,3.68,4241.2,37.4,results match
216,578,0   32   64   32    8    8    8    8    2    1    4    0    0    1    1    1,8       8,1024     512,OK     10 ms,31.92 ms,3.71,4305.6,37.0,results match
217,578,0   32   64   32    8    8    8    8    2    2    1    0    0    0    0    1,8       8,1024     512,OK      9 ms,34.30 ms,3.96,4006.9,34.7,results match
218,578,0   32   64   32    8    8    8    8    2    2    1    0    0    1    1    1,8       8,1024     512,OK      9 ms,32.86 ms,3.91,4182.6,35.2,results match
219,578,0   32   64   32    8    8    8    8    2    2    2    0    0    0    0    1,8       8,1024     512,OK      8 ms,31.88 ms,3.64,4310.4,37.7,results match
220,578,0   32   64   32    8    8    8    8    2    2    2    0    0    1    1    1,8       8,1024     512,OK      8 ms,31.89 ms,3.78,4309.3,36.4,results match
221,578,0   32   64   32    8    8    8    8    2    2    4    0    0    0    0    1,8       8,1024     512,OK      9 ms,30.89 ms,3.56,4448.2,38.6,results match
222,578,0   32   64   32    8    8    8    8    2    2    4    0    0    1    1    1,8       8,1024     512,OK     11 ms,29.63 ms,3.53,4637.3,38.9,results match
223,578,0   32   64   32    8    8    8    8    2    4    1    0    0    0    0    1,8       8,1024     512,OK      9 ms,33.00 ms,3.80,4164.8,36.1,results match
224,578,0   32   64   32    8    8    8    8    2    4    1    0    0    1    1    1,8       8,1024     512,OK      9 ms,29.82 ms,3.62,4608.8,38.0,results match
225,578,0   32   64   32    8    8    8    8    2    4    2    0    0    0    0    1,8       8,1024     512,OK     10 ms,31.19 ms,3.57,4406.3,38.5,results match
226,578,0   32   64   32    8    8    8    8    2    4    2    0    0    1    1    1,8       8,1024     512,OK     14 ms,29.25 ms,3.51,4697.9,39.1,results match
227,578,0   32   64   32    8    8    8    8    2    4    4    0    0    0    0    1,8       8,1024     512,OK     11 ms,29.65 ms,3.46,4634.2,39.7,results match
228,578,0   32   64   32    8    8    8    8    2    4    4    0    0    1    1    1,8       8,1024     512,OK     10 ms,28.97 ms,3.48,4743.3,39.5,results match
229,578,0   32   64   32    8   16    8   16    2    1    1    0    0    0    0    1,8      16,1024    1024,OK     10 ms,41.99 ms,4.60,3272.6,29.9,results match
230,578,0   32   64   32    8   16    8   16    2    1    1    0    0    1    1    1,8      16,1024    1024,OK      9 ms,39.17 ms,4.45,3508.0,30.9,results match
231,578,0   32   64   32    8   16    8   16    2    1    2    0    0    0    0    1,8      16,1024    1024,OK      9 ms,40.51 ms,4.50,3392.6,30.6,results match
232,578,0   32   64   32    8   16    8   16    2    1    2    0    0    1    1    1,8      16,1024    1024,OK      9 ms,35.59 ms,4.05,3861.4,33.9,results match
233,578,0   32   64   32    8   16    8   16    2    1    4    0    0    0    0    1,8      16,1024    1024,OK      8 ms,35.30 ms,4.06,3893.5,33.8,results match
234,578,0   32   64   32    8   16    8   16    2    1    4    0    0    1    1    1,8      16,1024    1024,OK     10 ms,33.49 ms,3.83,4103.2,35.8,results match
235,578,0   32   64   32    8   16    8   16    2    2    1    0    0    0    0    1,8      16,1024    1024,OK     10 ms,38.07 ms,4.19,3609.3,32.8,results match
236,578,0   32   64   32    8   16    8   16    2    2    1    0    0    1    1    1,8      16,1024    1024,OK     10 ms,33.84 ms,3.90,4060.7,35.3,results match
237,578,0   32   64   32    8   16    8   16    2    2    2    0    0    0    0    1,8      16,1024    1024,OK      9 ms,35.85 ms,3.94,3833.2,34.9,results match
238,578,0   32   64   32    8   16    8   16    2    2    2    0    0    1    1    1,8      16,1024    1024,OK      9 ms,32.88 ms,3.80,4180.1,36.2,results match
239,578,0   32   64   32    8   16    8   16    2    2    4    0    0    0    0    1,8      16,1024    1024,OK      9 ms,33.63 ms,3.94,4086.6,34.9,results match
240,578,0   32   64   32    8   16    8   16    2    2    4    0    0    1    1    1,8      16,1024    1024,OK     10 ms,31.53 ms,3.61,4358.1,38.0,results match
241,578,0   32   64   32    8   16    8   16    2    4    1    0    0    0    0    1,8      16,1024    1024,OK     10 ms,37.07 ms,4.29,3707.3,32.1,results match
242,578,0   32   64   32    8   16    8   16    2    4    1    0    0    1    1    1,8      16,1024    1024,OK     10 ms,31.06 ms,3.68,4424.2,37.4,results match
243,578,0   32   64   32    8   16    8   16    2    4    2    0    0    0    0    1,8      16,1024    1024,OK      9 ms,34.59 ms,3.87,3973.2,35.5,results match
244,578,0   32   64   32    8   16    8   16    2    4    2    0    0    1    1    1,8      16,1024    1024,OK     10 ms,30.54 ms,3.62,4499.4,38.0,results match
